name,type,country,city,details,coordinates,latitude,longitude,searches_within_500m,conversions_within_500m,conversion_rate,stashpoints_within_500m
Québec City Jean Lesage International Airport,Airport,Canada,Quebec,"The primary airport serving Québec City, with flights to various domestic and international destinations.","46.79086849999999, -71.3885945",46.7908685,-71.3885945,0,0,,0
Stadio Olimpico,Stadium,Italy,Rome,"The largest sports stadium in Rome, home to the AS Roma and SS Lazio football teams.","41.9339452, 12.4547742",41.9339452,12.4547742,0,0,,0
Donauinsel,City Center,Austria,Vienna,"A long, narrow island in the Danube river, offering recreational activities such as cycling, swimming, and sunbathing, as well as hosting various events and concerts.","48.2106899, 16.4350074",48.2106899,16.4350074,0,0,,0
La Maceta Natural Pools,Landmark,Spain,El Hierro,A series of natural pools formed by volcanic activity on the island of El Hierro.,"27.7862085, -18.008318",27.7862085,-18.008318,0,0,,0
Castillo Grande,Neighborhood,Colombia,Cartagena,"An exclusive residential neighborhood in Cartagena, known for its luxurious mansions and beautiful beaches.","10.3942723, -75.55168789999999",10.3942723,-75.5516879,0,0,,0
Marina Rubicón,Landmark,Spain,Lanzarote,A popular marina and shopping area in Playa Blanca.,"28.8575043, -13.8165168",28.8575043,-13.8165168,0,0,,0
Denver Performing Arts Complex,Theatre,United States,Denver,,"39.7445062, -104.9981874",39.7445062,-104.9981874,0,0,,0
Garfield Park Conservatory,Tourist Attraction,United States,Chicago,"One of the largest and most visited conservatories in the United States, featuring thousands of plants and flowers.","41.8814298, -87.7171053",41.8814298,-87.7171053,0,0,,0
Estádio do Bessa,Stadium,Portugal,Porto,,"41.1622098, -8.642561299999999",41.1622098,-8.6425613,0,0,,0
El Pinar,City Center,Spain,El Hierro,"A picturesque town located in the mountains of the island of El Hierro, known for its traditional architecture.","27.6930974, -18.0124469",27.6930974,-18.0124469,0,0,,0
Teatro Guerra,Theatre,Spain,Fuerteventura,"A historic theatre built in the 19th century, hosting a variety of cultural and entertainment events.","28.3587436, -14.053676",28.3587436,-14.053676,0,0,,0
Asansör Street,City Center,Turkey,Izmir,"A charming street lined with cafes, restaurants, and boutique shops, located near Asansör.","38.423734, 27.142826",38.423734,27.142826,0,0,,0
Koïfhus,Landmark,France,Colmar,A historic building in Colmar that was once the customs house for the city's wine trade.,"48.0759163, 7.359130999999999",48.0759163,7.359131,0,0,,0
Central Camionera Norte,,Mexico,Mexico City,,"19.4795199, -99.14032739999999",19.4795199,-99.1403274,0,0,,1
Fuerteventura Golf Club,Landmark,Spain,Fuerteventura,"A popular golf course with 18 holes and stunning views of the surrounding landscape, perfect for golf enthusiasts.","28.3894157, -13.8747997",28.3894157,-13.8747997,0,0,,0
Al Maktoum Stadium,Stadium,UAE,Dubai,,"25.2399256, 55.31217299999999",25.2399256,55.312173,0,0,,0
Türk Telekom Stadium,Stadium,Turkey,İstanbul,,"41.10336909999999, 28.9910434",41.1033691,28.9910434,0,0,,0
Klis Ethno Village,Tourist Attraction,Croatia,Split,"A village near Split, offering a glimpse into the traditional way of life in Dalmatia.","43.6950146, 15.8864943",43.6950146,15.8864943,0,0,,0
Swiss Science Center Technorama,Museum,Switzerland,Zurich,"A hands-on science museum with over 500 interactive exhibits, perfect for visitors of all ages.","47.5139164, 8.764362499999999",47.5139164,8.7643625,0,0,,0
Royal Botanic Gardens Victoria,Tourist Attraction,Australia,Melbourne,"A beautiful garden with over 8,500 plant species, including rare and exotic plants from around the world.","-37.8302443, 144.9801496",-37.8302443,144.9801496,0,0,,0
Marjan,Landmark,Croatia,Split,"A hill on the peninsula of Split, offering stunning views of the city and surrounding areas.","43.51666669999999, 16.4166667",43.5166667,16.4166667,0,0,,0
Uetliberg,Landmark,Switzerland,Zurich,"The highest peak in Zurich, offering breathtaking views of the city and the Swiss Alps.","47.3495, 8.492049999999999",47.3495,8.49205,0,0,,0
Scarborough Athletic Football Club,Stadium,United Kingdom,Scarborough,,"54.26903309999999, -0.4139676",54.2690331,-0.4139676,0,0,,1
Stadion Lapad,Stadium,Croatia,Dubrovnik,,"42.6548314, 18.0788022",42.6548314,18.0788022,0,0,,0
Lanzarote Auditorium,Theatre,Spain,Lanzarote,"A modern concert hall and theatre in Arrecife, hosting various cultural events.","29.0468535, -13.5899733",29.0468535,-13.5899733,0,0,,0
Grinzing,Landmark,Austria,Vienna,A charming neighborhood known for its traditional wine taverns and picturesque streets.,"48.2573052, 16.3390522",48.2573052,16.3390522,0,0,,0
Kemeraltı Bazaar,Tourist Attraction,Turkey,Izmir,"A historic market district in Izmir, popular for its traditional shops and restaurants.","38.418699, 27.1330088",38.418699,27.1330088,0,0,,0
Palacio de Congresos de Ibiza,Theatre,Spain,Ibiza,,"38.9855832, 1.5443164",38.9855832,1.5443164,0,0,,0
El Palmeral Park,Landmark,Spain,Alicante,"A beautiful park in Alicante, featuring over 3,000 palm trees and various exotic plants.","38.3222562, -0.5138009",38.3222562,-0.5138009,0,0,,0
Teror,City Center,Spain,Gran Canaria,A picturesque town known for its traditional Canarian architecture and religious festivals.,"28.0616461, -15.5459718",28.0616461,-15.5459718,0,0,,0
Playa de Nogales,Tourist Attraction,Spain,La Palma,"A beautiful black sand beach on the east coast of La Palma, popular for its secluded location and stunning views.","28.75911219999999, -17.7392868",28.7591122,-17.7392868,0,0,,0
Gran Tarajal Beach,Landmark,Spain,Fuerteventura,"A popular beach with calm waters and dark sand, featuring a promenade with shops, restaurants, and cafes.","28.2148, -14.0202948",28.2148,-14.0202948,0,0,,0
İzmir Clock Tower,Landmark,Turkey,Izmir,"An iconic clock tower in Konak Square, built in 1901 to commemorate the 25th anniversary of Sultan Abdülhamid II's accession to the throne.","38.4189, 27.1287",38.4189,27.1287,0,0,,0
San Felipe de Barajas Castle,Landmark,Colombia,Cartagena,"A historic castle and fortress in Cartagena, offering stunning views of the city and its surroundings.","10.422506, -75.539271",10.422506,-75.539271,0,0,,1
Grand Théâtre de Québec,Theatre,Canada,Quebec,"A major theatre in Québec City, known for hosting various cultural performances and events.","46.8062966, -71.2217486",46.8062966,-71.2217486,0,0,,0
Pirita Convent Ruins,Landmark,Estonia,Talinn,"The ruins of a 15th century convent, located in a scenic park by the sea.","59.4665214, 24.8359935",59.4665214,24.8359935,0,0,,0
Estación Monterrey,Train Station,Mexico,Monterrey,"A major train station in Monterrey, serving both local and long-distance routes.","25.7250808, -100.3389956",25.7250808,-100.3389956,0,0,,0
Great Strahov Stadium,,Czech Republic,Prague,,"50.0804993, 14.387747",50.0804993,14.387747,0,0,,0
Baku Water Park,Landmark,Spain,Fuerteventura,"A popular water park with slides, pools, and other attractions, perfect for families and thrill-seekers alike.","28.3587436, -14.053676",28.3587436,-14.053676,0,0,,0
Brighton Beach,Tourist Attraction,Australia,Melbourne,A popular beach with colorful bathing boxes and scenic views of Melbourne's skyline.,"-37.9159683, 144.9861397",-37.9159683,144.9861397,0,0,,0
Parque Nacional del Teide,Landmark,Spain,Tenerife,"A UNESCO World Heritage Site and the highest peak in Spain, located on the island of Tenerife.","28.2538787, -16.6182682",28.2538787,-16.6182682,0,0,,0
Dubai Museum,Museum,United Arab Emirates,Dubai,"Housed in a 18th-century fort, this museum showcases the history and cultural heritage of Dubai and the UAE.","25.2633966, 55.2971647",25.2633966,55.2971647,0,0,,0
Tauron Arena Kraków,Stadium,Poland,Krakow,"A multi-purpose indoor arena, hosting various sports events, concerts, and cultural performances.","50.0677147, 19.9913921",50.0677147,19.9913921,0,0,,0
El Sabinar,Landmark,Spain,El Hierro,"A unique juniper forest located on the island of El Hierro, known for its twisted trees.","27.748955, -18.1270755",27.748955,-18.1270755,0,0,,0
Lapad Bay,Tourist Attraction,Croatia,Dubrovnik,"A scenic bay located just outside of Dubrovnik's city center, known for its beautiful beaches and crystal clear waters.","42.65388069999999, 18.0779145",42.6538807,18.0779145,0,0,,0
El Cotillo Beach,Landmark,Spain,Fuerteventura,"A picturesque beach with crystal-clear waters and white sand, popular for swimming, sunbathing, and water sports.","28.6898555, -14.0110092",28.6898555,-14.0110092,0,0,,0
Bournemouth Airport,Airport,United Kingdom,Bournemouth,,"50.7810375, -1.84098",50.7810375,-1.84098,0,0,,0
St James Park Station,Train Station,United Kingdom,Exeter,,"50.7309957, -3.5227174",50.7309957,-3.5227174,0,0,,0
Phuket Fantasea,Theatre,Thailand,Phuket,"A popular cultural theme park in Phuket, featuring traditional Thai performances, games, and activities.","7.956520500000001, 98.28742629999999",7.9565205,98.2874263,0,0,,0
Kassam Stadium,Stadium,United Kingdom,Oxford,,"51.7164888, -1.2078611",51.7164888,-1.2078611,0,0,,0
Old Town,City Center,Spain,Benidorm,"The historic center of Benidorm, featuring winding streets, charming plazas, and traditional Spanish architecture.","38.5352664, -0.130479",38.5352664,-0.130479,0,0,,0
Amsterdam Amstel,Train Station,Netherlands,Amsterdam,,"52.28948486750969, 4.828733944303695",52.28948487,4.828733944,0,0,,0
Glasgow Necropolis,Landmark,United Kingdom,Glasgow,"A Victorian cemetery with elaborate tombs and monuments, offering a unique view of the city.","55.8626867, -4.2311217",55.8626867,-4.2311217,0,0,,0
Puerto Naos Beach,Tourist Attraction,Spain,La Palma,"One of the most popular beaches in La Palma, known for its black sand and clear waters.","28.5844151, -17.9096695",28.5844151,-17.9096695,0,0,,0
Bali Nusa Dua Theatre,Theatre,Indonesia,Bali,,"-8.800628999999999, 115.2338681",-8.800629,115.2338681,0,0,,0
Heroes' Square,Landmark,Hungary,Budapest,"One of the most important squares in Budapest, featuring iconic statues and monuments representing Hungarian history and culture.","47.51494280000001, 19.0778626",47.5149428,19.0778626,0,0,,0
Sierra Helada Natural Park,Tourist Attraction,Spain,Benidorm,"A protected natural area in Benidorm, known for its stunning views and hiking trails.","38.5636423, -0.0503293",38.5636423,-0.0503293,0,0,,0
Blenheim Palace,Landmark,United Kingdom,Oxford,"A grand country house and UNESCO World Heritage Site, known for its stunning architecture and gardens.","51.841365, -1.360972",51.841365,-1.360972,0,0,,0
KC Streetcar – Main Loop,,United States,Kansas City,,"39.1114378, -94.57692949999999",39.1114378,-94.5769295,0,0,,0
Castillo de San Gabriel,Landmark,Spain,Lanzarote,"A historic fort and cultural center in Arrecife, dating back to the 16th century.","28.9563733, -13.5476386",28.9563733,-13.5476386,0,0,,0
Fratton Park,Stadium,United Kingdom,Portsmouth,,"50.7963372, -1.0637899",50.7963372,-1.0637899,0,0,,0
Barranco del Infierno,Landmark,Spain,Tenerife,"A scenic canyon and hiking trail in Adeje, Tenerife, known for its breathtaking views and natural beauty.","28.12642563377625, -16.71314766326688",28.12642563,-16.71314766,0,0,,0
Platja de Can Pere Antoni,Tourist Attraction,Spain,Palma,"A quieter beach located within walking distance of the city center, popular with locals and tourists alike.","39.5622939, 2.6657796",39.5622939,2.6657796,0,0,,0
Anaga Rural Park,Tourist Attraction,Spain,Tenerife,"A natural park with stunning landscapes, hiking trails, and traditional villages.","28.5308651, -16.279915",28.5308651,-16.279915,0,0,,0
Puerto del Rosario City Center,City Center,Spain,Fuerteventura,"The primary city square and district where locals and tourists gather for shopping, dining, and entertainment.","28.4997908, -13.8627945",28.4997908,-13.8627945,0,0,,2
Fundidora / Exposición Light Rail,,Mexico,Monterrey,,"25.7209288, -100.3484866",25.7209288,-100.3484866,0,0,,1
Ivan Meštrović Gallery,Museum,Croatia,Split,A museum showcasing the works of the famous Croatian sculptor Ivan Meštrović.,"43.5048696, 16.4179331",43.5048696,16.4179331,0,0,,0
Aéroport Toulon-Hyères,Airport,France,Nice,"An international airport located near Toulon, serving flights to domestic and European destinations.","43.7101728, 7.261953200000001",43.7101728,7.2619532,0,0,,3
İzmir International Fair,Tourist Attraction,Turkey,Izmir,"A major trade fair and exhibition held annually in Izmir, attracting visitors from around the world.","38.4312233, 27.1459918",38.4312233,27.1459918,0,0,,0
Schloss Schleißheim,Landmark,Germany,Munich,A grand palace complex featuring three stunning baroque buildings surrounded by beautiful gardens and a lake.,"48.25020000000001, 11.56097",48.2502,11.56097,0,0,,0
Festival Hall Bled,Theatre,Slovenia,Bled,,"46.3698565, 14.1076758",46.3698565,14.1076758,0,0,,1
Aqualandia Water Park,Tourist Attraction,Spain,Benidorm,"The largest water park in Europe, featuring a wide range of slides, pools, and other water attractions.","38.5420337, -0.0950427",38.5420337,-0.0950427,0,0,,0
Kings Theatre,Theatre,United Kingdom,Portsmouth,,"50.7872014, -1.0813252",50.7872014,-1.0813252,0,0,,0
Tallinn Zoo,Tourist Attraction,Estonia,Talinn,"One of the oldest and largest zoos in Northern Europe, home to over 10,000 animals and 500 different species.","59.419769, 24.6598195",59.419769,24.6598195,0,0,,0
Gijon Centro,,,Gijon,,"43.547451, -5.665289899999999",43.547451,-5.6652899,0,0,,0
Mirador Cerro Dorotea,Tourist Attraction,Chile,Puerto Natales,"A lookout point located on Cerro Dorotea, offering panoramic views of Puerto Natales and the surrounding area.","-51.6910245, -72.4156811",-51.6910245,-72.4156811,0,0,,0
Playa Blanca,Tourist Attraction,Spain,Lanzarote,"A popular resort town with beaches, marina, and shopping.","28.8654256, -13.8431195",28.8654256,-13.8431195,0,0,,0
Museo del Ferrocarril de Asturias,Museum,Spain,Gijon,A railway museum showcasing the history of trains and railways in Asturias and Spain.,"43.5410816, -5.672307",43.5410816,-5.672307,0,0,,0
Houston Amtrak,,United States,Houston,,"29.7673689, -95.3675025",29.7673689,-95.3675025,0,0,,0
Orlando Amtrak Station,Train Station,United States,Orlando,"The main train station in Orlando, serving Amtrak's Silver Meteor and Silver Star routes.","28.5259777, -81.3816666",28.5259777,-81.3816666,0,0,,0
Gateshead Stadium,Stadium,United Kingdom,Gateshead,,"54.9577578, -1.5884756",54.9577578,-1.5884756,0,0,,0
METRO Rail Stadium Park / Astrodome,,United States,Houston,,"29.6859126, -95.4033765",29.6859126,-95.4033765,0,0,,1
Ta' Qali National Stadium,Stadium,Malta,Valetta,"The national stadium of Malta, used for football and rugby matches.","35.8948219, 14.4152343",35.8948219,14.4152343,0,0,,0
Van Nuys Station,Train Station,United States,Los Angeles,,"34.2113991, -118.4483269",34.2113991,-118.4483269,0,0,,0
Stade Allianz Riviera,Stadium,France,Nice,,"43.7051012, 7.1926095",43.7051012,7.1926095,0,0,,0
Iglesia de la Concepción,Landmark,Spain,El Hierro,"A historic church located in the city of Valverde on the island of El Hierro, dating back to the 18th century.","27.8075251, -17.9148877",27.8075251,-17.9148877,0,0,,0
